vehicle_number,total_violations,first_violation,last_violation,unique_zones,top_zone,vehicle_type,top_violation_type,span_days,violations_per_month,rank
FKN00GL74179,6,2023-11-15,2024-03-24,1,Upparpet,MOTOR CYCLE,NO PARKING,131,1.37,1909
FKN00GL17571,6,2023-11-17,2024-03-12,1,Upparpet,VAN,NO PARKING,117,1.54,1910
FKN00GL26296,6,2023-12-19,2024-02-08,2,Banaswadi,PASSENGER AUTO,NO PARKING,52,3.46,1911
FKN00GL26305,6,2023-12-27,2024-02-14,2,Rajajinagar,MOTOR CYCLE,NO PARKING,50,3.6,1912
FKN00GL26314,6,2023-12-17,2024-02-17,3,Upparpet,CAR,NO PARKING,63,2.86,1913
FKN00GL104765,6,2023-11-22,2023-12-31,2,Upparpet,CAR,NO PARKING,40,4.5,1914
FKN00GL104849,6,2023-12-20,2024-01-24,1,High ground,SCOOTER,WRONG PARKING,36,5.0,1915
FKN00GL104909,6,2023-12-13,2024-01-21,1,Jayanagara,MOTOR CYCLE,NO PARKING,40,4.5,1916
FKN00GL75367,6,2024-01-05,2024-03-10,1,Upparpet,SCOOTER,NO PARKING,66,2.73,1917
FKN00GL75606,6,2023-11-12,2024-01-07,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,57,3.16,1918
FKN00GL15084,6,2024-01-23,2024-02-13,1,Vijayanagara,SCOOTER,NO PARKING,22,8.18,1919
FKN00GL15114,6,2024-01-17,2024-03-27,1,City Market,SCOOTER,WRONG PARKING,71,2.54,1920
FKN00GL3454,6,2023-11-15,2024-03-28,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,135,1.33,1921
FKN00GL26097,6,2024-02-13,2024-04-07,1,Upparpet,SCOOTER,NO PARKING,55,3.27,1922
FKN00GL26108,6,2023-11-15,2024-02-12,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,90,2.0,1923
FKN00GL26134,6,2024-01-08,2024-03-01,1,HAL Old Airport,SCOOTER,NO PARKING,54,3.33,1924
FKN00GL17431,6,2024-01-08,2024-01-15,1,Malleshwaram,SCOOTER,WRONG PARKING,8,22.5,1925
FKN00GL75669,6,2023-11-18,2024-03-04,5,Shivajinagar,PASSENGER AUTO,WRONG PARKING,108,1.67,1926
FKN00GL75990,6,2023-11-11,2024-03-09,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,120,1.5,1927
FKN00GL76386,6,2023-12-05,2024-03-06,1,Shivajinagar,CAR,NO PARKING,93,1.94,1928
FKN00GL76662,6,2023-12-20,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,84,2.14,1929
FKN00GL25447,6,2023-12-04,2024-02-29,1,Upparpet,MOPED,NO PARKING,88,2.05,1930
FKN00GL3496,6,2024-01-08,2024-03-28,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,81,2.22,1931
FKN00GL35105,6,2024-02-12,2024-02-14,1,Malleshwaram,CAR,NO PARKING,3,60.0,1932
FKN00GL35349,6,2024-01-14,2024-04-07,1,Upparpet,SCOOTER,NO PARKING,85,2.12,1933
FKN00GL35366,6,2023-11-15,2024-02-13,1,HAL Old Airport,SCOOTER,WRONG PARKING,91,1.98,1934
FKN00GL57673,6,2023-12-19,2024-02-24,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,68,2.65,1935
FKN00GL115128,6,2023-12-03,2023-12-17,2,Yelahanka,MOTOR CYCLE,NO PARKING,15,12.0,1936
FKN00GL25602,6,2024-01-23,2024-04-02,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,71,2.54,1937
FKN00GL25636,6,2023-12-14,2024-04-08,2,Shivajinagar,PASSENGER AUTO,NO PARKING,117,1.54,1938
FKN00GL25643,6,2024-02-05,2024-03-29,1,Halasuru Gate,GOODS AUTO,WRONG PARKING,54,3.33,1939
FKN00GL2574,6,2023-12-01,2024-03-23,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,114,1.58,1940
FKN00GL76790,6,2023-11-24,2024-03-05,2,K.R. Pura,PASSENGER AUTO,WRONG PARKING,103,1.75,1941
FKN00GL76835,6,2023-11-16,2024-03-25,1,Shivajinagar,MOPED,NO PARKING,131,1.37,1942
FKN00GL7686,6,2023-11-29,2024-02-17,1,Halasuru Gate,SCOOTER,WRONG PARKING,81,2.22,1943
FKN00GL104057,6,2023-11-15,2024-01-17,1,HAL Old Airport,SCOOTER,NO PARKING,64,2.81,1944
FKN00GL104061,6,2023-11-15,2024-01-29,1,High ground,MOTOR CYCLE,WRONG PARKING,76,2.37,1945
FKN00GL104069,6,2023-12-06,2024-01-23,1,Rajajinagar,SCOOTER,WRONG PARKING,49,3.67,1946
FKN00GL14947,6,2023-11-10,2024-02-12,1,Shivajinagar,SCOOTER,WRONG PARKING,95,1.89,1947
FKN00GL14984,6,2023-12-14,2024-01-30,1,Jalahalli,SCOOTER,WRONG PARKING,48,3.75,1948
FKN00GL1499,6,2023-11-19,2024-03-28,1,Shivajinagar,SCOOTER,NO PARKING,131,1.37,1949
FKN00GL116445,6,2023-11-18,2023-12-15,1,Malleshwaram,LGV,WRONG PARKING,28,6.43,1950
FKN00GL116478,6,2023-12-03,2024-01-07,2,Vijayanagara,OTHERS,WRONG PARKING,36,5.0,1951
FKN00GL116560,6,2023-11-14,2024-01-25,2,City Market,PASSENGER AUTO,NO PARKING,73,2.47,1952
FKN00GL104490,6,2023-11-25,2024-01-07,1,Jeevanbheemanagar,CAR,PARKING IN A MAIN ROAD,44,4.09,1953
FKN00GL77557,6,2023-12-10,2024-03-12,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,94,1.91,1954
FKN00GL7764,6,2023-12-05,2024-04-03,1,Upparpet,PRIVATE BUS,WRONG PARKING,121,1.49,1955
FKN00GL177593,6,2024-01-01,2024-01-17,1,High ground,SCOOTER,NO PARKING,17,10.59,1956
FKN00GL25359,6,2023-12-05,2024-04-03,1,Ashok Nagar,MOTOR CYCLE,NO PARKING,121,1.49,1957
FKN00GL25369,6,2023-11-16,2024-02-05,1,Jalahalli,CAR,NO PARKING,82,2.2,1958
FKN00GL2538,6,2023-11-11,2024-04-03,1,Malleshwaram,CAR,WRONG PARKING,145,1.24,1959
FKN00GL77736,6,2023-11-18,2024-03-20,1,Rajajinagar,SCOOTER,WRONG PARKING,124,1.45,1960
FKN00GL78062,6,2024-03-05,2024-03-05,1,Yeshwanthpura,SCOOTER,WRONG PARKING,1,180.0,1961
FKN00GL5718,6,2024-01-25,2024-04-04,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,71,2.54,1962
FKN00GL5720,6,2024-01-10,2024-03-03,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,54,3.33,1963
FKN00GL11624,6,2023-11-17,2024-02-14,2,Upparpet,MOPED,WRONG PARKING,90,2.0,1964
FKN00GL3540,6,2023-11-28,2024-03-11,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,105,1.71,1965
FKN00GL35755,6,2023-11-13,2024-03-23,1,Kodigehalli,SCOOTER,WRONG PARKING,132,1.36,1966
FKN00GL148863,6,2023-12-13,2024-01-03,1,Banashankari,SCOOTER,NO PARKING,22,8.18,1967
FKN00GL25462,6,2024-02-05,2024-03-22,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,47,3.83,1968
FKN00GL14742,6,2023-11-28,2024-04-06,1,Malleshwaram,SCOOTER,WRONG PARKING,131,1.37,1969
FKN00GL147626,6,2023-12-10,2024-03-22,2,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,104,1.73,1970
FKN00GL148447,6,2023-11-23,2024-01-18,1,Malleshwaram,SCOOTER,WRONG PARKING,57,3.16,1971
FKN00GL3628,6,2023-11-29,2024-02-13,1,Vijayanagara,SCOOTER,WRONG PARKING,77,2.34,1972
FKN00GL36370,6,2023-11-10,2024-02-13,5,Vijayanagara,PASSENGER AUTO,WRONG PARKING,96,1.88,1973
FKN00GL36462,6,2024-01-18,2024-04-01,2,City Market,PASSENGER AUTO,WRONG PARKING,75,2.4,1974
FKN00GL36506,6,2023-11-22,2024-03-04,1,High ground,SCOOTER,NO PARKING,104,1.73,1975
FKN00GL36029,6,2023-11-11,2024-03-09,2,City Market,PASSENGER AUTO,WRONG PARKING,120,1.5,1976
FKN00GL36186,6,2024-02-13,2024-02-20,1,HSR Layout,PASSENGER AUTO,WRONG PARKING,8,22.5,1977
FKN00GL146563,6,2023-11-22,2024-01-29,1,High ground,SCOOTER,NO PARKING,69,2.61,1978
FKN00GL14693,6,2023-11-17,2024-01-23,1,Rajajinagar,SCOOTER,WRONG PARKING,68,2.65,1979
FKN00GL11671,6,2023-12-08,2024-01-24,1,HAL Old Airport,SCOOTER,NO PARKING,48,3.75,1980
FKN00GL11717,6,2023-12-22,2024-03-29,1,HAL Old Airport,FACTORY BUS,PARKING IN A MAIN ROAD,99,1.82,1981
FKN00GL117331,6,2023-11-18,2024-01-14,1,Shivajinagar,SCOOTER,WRONG PARKING,58,3.1,1982
FKN00GL56889,6,2023-11-29,2024-03-22,1,Upparpet,MOTOR CYCLE,WRONG PARKING,115,1.57,1983
FKN00GL5702,6,2023-12-11,2024-02-02,1,Vijayanagara,SCOOTER,WRONG PARKING,54,3.33,1984
FKN00GL36693,6,2024-02-13,2024-03-06,1,Rajajinagar,MAXI-CAB,WRONG PARKING,23,7.83,1985
FKN00GL36752,6,2023-11-11,2024-03-12,2,Hebbala,CAR,NO PARKING,123,1.46,1986
FKN00GL117528,6,2023-11-21,2024-03-11,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,112,1.61,1987
FKN00GL11794,6,2023-12-16,2024-03-24,1,Upparpet,MOTOR CYCLE,NO PARKING,100,1.8,1988
FKN00GL11837,6,2023-11-18,2024-03-30,1,Shivajinagar,SCOOTER,WRONG PARKING,134,1.34,1989
FKN00GL56706,6,2024-02-23,2024-02-23,1,Electronic City,SCOOTER,WRONG PARKING,1,180.0,1990
FKN00GL78245,6,2023-11-24,2024-03-06,1,Vijayanagara,SCOOTER,NO PARKING,104,1.73,1991
FKN00GL24862,6,2024-02-07,2024-03-20,1,Basavanagudi,MOTOR CYCLE,WRONG PARKING,43,4.19,1992
FKN00GL24876,6,2023-12-01,2024-02-20,2,City Market,PASSENGER AUTO,WRONG PARKING,82,2.2,1993
FKN00GL25001,6,2023-12-03,2024-02-04,1,Vijayanagara,MOTOR CYCLE,NO PARKING,64,2.81,1994
FKN00GL25146,6,2023-12-04,2024-03-06,1,Upparpet,SCOOTER,WRONG PARKING,94,1.91,1995
FKN00GL25162,6,2024-02-05,2024-04-04,1,Kodigehalli,SCOOTER,WRONG PARKING,60,3.0,1996
FKN00GL78854,6,2024-02-28,2024-03-14,1,Upparpet,SCOOTER,WRONG PARKING,16,11.25,1997
FKN00GL5674,6,2023-12-06,2024-03-05,1,Yeshwanthpura,MOTOR CYCLE,NO PARKING,91,1.98,1998
FKN00GL56756,6,2023-11-14,2024-02-23,3,City Market,LGV,WRONG PARKING,102,1.76,1999
FKN00GL147127,6,2023-11-21,2024-01-04,1,High ground,SCOOTER,WRONG PARKING,45,4.0,2000
FKN00GL24422,6,2023-12-28,2024-02-14,1,Vijayanagara,SCOOTER,NO PARKING,49,3.67,2001
FKN00GL2463,6,2023-12-29,2024-03-15,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,78,2.31,2002
FKN00GL178974,6,2023-12-26,2024-01-01,1,Malleshwaram,MOTOR CYCLE,NO PARKING,7,25.71,2003
FKN00GL17902,6,2023-12-01,2024-03-30,1,Upparpet,PASSENGER AUTO,NO PARKING,121,1.49,2004
FKN00GL179144,6,2024-01-02,2024-03-10,3,Upparpet,CAR,WRONG PARKING,69,2.61,2005
FKN00GL103517,6,2023-12-10,2023-12-10,1,Jeevanbheemanagar,CAR,PARKING IN A MAIN ROAD,1,180.0,2006
FKN00GL7935,6,2023-12-13,2024-02-15,1,Upparpet,SCOOTER,WRONG PARKING,65,2.77,2007
FKN00GL10359,6,2023-11-16,2024-03-29,2,Upparpet,PASSENGER AUTO,NO PARKING,135,1.33,2008
FKN00GL103642,6,2023-11-22,2024-01-24,2,Hebbala,SCOOTER,NO PARKING,64,2.81,2009
FKN00GL180510,6,2024-01-03,2024-01-17,2,Hulimavu,FACTORY BUS,WRONG PARKING,15,12.0,2010
FKN00GL18075,6,2024-01-01,2024-04-05,1,HAL Old Airport,SCOOTER,NO PARKING,96,1.88,2011
FKN00GL17867,6,2023-11-22,2024-01-24,1,Upparpet,CAR,NO PARKING,64,2.81,2012
FKN00GL2471,6,2024-01-11,2024-03-13,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,63,2.86,2013
FKN00GL10387,6,2023-11-12,2024-03-15,2,Hulimavu,PASSENGER AUTO,WRONG PARKING,125,1.44,2014
FKN00GL103915,6,2023-11-28,2024-01-13,1,Hebbala,MOTOR CYCLE,NO PARKING,47,3.83,2015
FKN00GL145156,6,2023-11-21,2023-12-21,1,High ground,SCOOTER,WRONG PARKING,31,5.81,2016
FKN00GL55635,6,2024-02-23,2024-02-23,1,HAL Old Airport,SCOOTER,NO PARKING,1,180.0,2017
FKN00GL80760,6,2023-11-17,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,117,1.54,2018
FKN00GL181083,6,2023-12-22,2024-01-17,1,HAL Old Airport,SCOOTER,WRONG PARKING,27,6.67,2019
FKN00GL18162,6,2023-12-13,2024-01-11,1,HAL Old Airport,SCOOTER,NO PARKING,30,6.0,2020
FKN00GL18169,6,2023-11-14,2024-01-11,3,Upparpet,PASSENGER AUTO,WRONG PARKING,59,3.05,2021
FKN00GL24275,6,2024-01-19,2024-03-30,1,City Market,SCOOTER,WRONG PARKING,72,2.5,2022
FKN00GL23975,6,2023-12-27,2024-03-05,1,Rajajinagar,CAR,WRONG PARKING,70,2.57,2023
FKN00GL24017,6,2023-11-14,2024-02-07,2,City Market,MOTOR CYCLE,NO PARKING,86,2.09,2024
FKN00GL1427,6,2024-01-02,2024-03-15,1,Sheshadripuram,SCOOTER,NO PARKING,74,2.43,2025
FKN00GL143965,6,2023-11-29,2024-01-18,2,City Market,SCOOTER,NO PARKING,51,3.53,2026
FKN00GL37104,6,2023-11-23,2024-04-02,1,Upparpet,SCOOTER,NO PARKING,132,1.36,2027
FKN00GL55891,6,2024-02-23,2024-03-27,2,Hebbala,PASSENGER AUTO,WRONG PARKING,34,5.29,2028
FKN00GL55902,6,2023-12-28,2024-02-21,1,Malleshwaram,SCOOTER,WRONG PARKING,56,3.21,2029
FKN00GL56348,6,2023-12-10,2024-03-03,1,Chamarajpet,PASSENGER AUTO,WRONG PARKING,85,2.12,2030
FKN00GL56384,6,2023-12-21,2024-03-22,2,Upparpet,CAR,WRONG PARKING,93,1.94,2031
FKN00GL8021,6,2024-01-31,2024-02-28,2,Kodigehalli,SCOOTER,NO PARKING,29,6.21,2032
FKN00GL118646,6,2023-11-11,2024-03-05,1,Pulikeshinagar(F.Town),CAR,NO PARKING,116,1.55,2033
FKN00GL118931,6,2023-11-14,2023-12-07,1,HSR Layout,SCOOTER,WRONG PARKING,24,7.5,2034
FKN00GL119126,6,2023-11-21,2023-12-21,1,High ground,SCOOTER,WRONG PARKING,31,5.81,2035
FKN00GL11920,6,2024-02-04,2024-02-04,1,Ashok Nagar,CAR,NO PARKING,1,180.0,2036
FKN00GL11925,6,2024-02-04,2024-02-04,1,Ashok Nagar,CAR,NO PARKING,1,180.0,2037
FKN00GL11934,6,2023-11-23,2024-03-27,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,126,1.43,2038
FKN00GL54621,6,2024-02-22,2024-02-23,1,Electronic City,SCOOTER,WRONG PARKING,2,90.0,2039
FKN00GL37204,6,2024-01-07,2024-04-01,1,Vijayanagara,MOTOR CYCLE,NO PARKING,86,2.09,2040
FKN00GL37382,6,2023-11-21,2024-03-12,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,113,1.59,2041
FKN00GL37425,6,2023-11-15,2024-03-02,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,109,1.65,2042
FKN00GL37487,6,2023-11-12,2024-03-24,1,Sadashivanagar,CAR,WRONG PARKING,134,1.34,2043
FKN00GL3757,6,2023-11-12,2024-03-28,1,Magadi Road,SCOOTER,WRONG PARKING,138,1.3,2044
FKN00GL5470,6,2024-02-01,2024-03-27,1,Rajajinagar,GOODS AUTO,WRONG PARKING,56,3.21,2045
FKN00GL55192,6,2024-01-02,2024-03-11,1,HAL Old Airport,SCOOTER,NO PARKING,70,2.57,2046
FKN00GL5531,6,2023-12-28,2024-04-07,2,Whitefield,SCOOTER,PARKING ON FOOTPATH,102,1.76,2047
FKN00GL55578,6,2024-01-01,2024-02-23,1,HAL Old Airport,SCOOTER,NO PARKING,54,3.33,2048
FKN00GL119748,6,2023-11-16,2023-11-22,1,Cubbon Park,CAR,NO PARKING,7,25.71,2049
FKN00GL11998,6,2024-01-11,2024-04-02,1,Shivajinagar,SCOOTER,WRONG PARKING,83,2.17,2050
FKN00GL54249,6,2024-02-22,2024-02-22,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,1,180.0,2051
FKN00GL5428,6,2024-01-04,2024-03-28,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,85,2.12,2052
FKN00GL118505,6,2023-11-21,2024-01-31,1,Wilson Garden,PASSENGER AUTO,NO PARKING,72,2.5,2053
FKN00GL24029,6,2024-01-12,2024-04-03,1,Shivajinagar,MOTOR CYCLE,NO PARKING,83,2.17,2054
FKN00GL2403,6,2024-01-20,2024-03-18,2,Chamarajpet,GOODS AUTO,NO PARKING,59,3.05,2055
FKN00GL24087,6,2024-01-12,2024-03-29,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,78,2.31,2056
FKN00GL24088,6,2024-03-02,2024-03-30,1,Mico Layout,SCOOTER,NO PARKING,29,6.21,2057
FKN00GL2419,6,2023-12-01,2024-03-15,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,106,1.7,2058
FKN00GL81147,6,2024-01-04,2024-01-07,1,Malleshwaram,CAR,WRONG PARKING,4,45.0,2059
FKN00GL8161,6,2024-02-03,2024-02-03,1,Upparpet,SCOOTER,WRONG PARKING,1,180.0,2060
FKN00GL8163,6,2024-02-03,2024-02-03,1,Upparpet,SCOOTER,NO PARKING,1,180.0,2061
FKN00GL8167,6,2024-02-03,2024-02-03,1,Upparpet,SCOOTER,WRONG PARKING,1,180.0,2062
FKN00GL81772,6,2024-03-08,2024-03-08,1,High ground,SCOOTER,NO PARKING,1,180.0,2063
FKN00GL11863,6,2024-02-04,2024-02-04,1,Ashok Nagar,SCOOTER,NO PARKING,1,180.0,2064
FKN00GL141658,6,2023-12-09,2024-01-02,1,HAL Old Airport,LGV,WRONG PARKING,25,7.2,2065
FKN00GL142139,6,2023-12-09,2024-01-01,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,24,7.5,2066
FKN00GL1422,6,2023-11-12,2024-03-15,1,Sheshadripuram,MOTOR CYCLE,NO PARKING,125,1.44,2067
FKN00GL14238,6,2023-12-19,2024-04-07,1,Upparpet,GOODS AUTO,WRONG PARKING,111,1.62,2068
FKN00GL102592,6,2023-11-28,2023-11-28,1,Rajajinagar,SCOOTER,WRONG PARKING,1,180.0,2069
FKN00GL182871,6,2024-01-09,2024-01-15,1,Kodigehalli,SCOOTER,WRONG PARKING,7,25.71,2070
FKN00GL2390,6,2024-03-05,2024-03-15,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,11,16.36,2071
FKN00GL102594,6,2023-11-28,2023-11-28,1,Rajajinagar,SCOOTER,WRONG PARKING,1,180.0,2072
FKN00GL102688,6,2023-11-28,2024-01-01,1,High ground,SCOOTER,WRONG PARKING,35,5.14,2073
FKN00GL10293,6,2024-01-26,2024-02-26,1,Magadi Road,SCOOTER,NO PARKING,32,5.62,2074
FKN00GL81872,6,2024-01-23,2024-03-08,1,Hebbala,CAR,NO PARKING,46,3.91,2075
FKN00GL38232,6,2024-02-12,2024-02-27,2,Upparpet,CAR,WRONG PARKING,16,11.25,2076
FKN00GL38276,6,2024-02-09,2024-04-07,2,Mahadevapura,MOTOR CYCLE,WRONG PARKING,59,3.05,2077
FKN00GL38291,6,2023-12-25,2024-04-05,1,Malleshwaram,SCOOTER,WRONG PARKING,103,1.75,2078
FKN00GL38511,6,2024-02-10,2024-02-22,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,13,13.85,2079
FKN00GL119610,6,2023-11-11,2023-12-19,2,Rajajinagar,SCOOTER,WRONG PARKING,39,4.62,2080
FKN00GL82261,6,2024-03-08,2024-03-08,1,Shivajinagar,SCOOTER,NO PARKING,1,180.0,2081
FKN00GL18410,6,2023-11-14,2024-02-04,1,Upparpet,CAR,NO PARKING,83,2.17,2082
FKN00GL18413,6,2023-12-13,2024-01-25,2,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,44,4.09,2083
FKN00GL18463,6,2023-12-09,2024-01-17,1,HAL Old Airport,SCOOTER,NO PARKING,40,4.5,2084
FKN00GL23687,6,2023-11-15,2024-02-07,1,Vijayanagara,SCOOTER,NO PARKING,85,2.12,2085
FKN00GL23745,6,2023-11-17,2024-02-15,1,Jeevanbheemanagar,MOTOR CYCLE,WRONG PARKING,91,1.98,2086
FKN00GL23750,6,2023-11-18,2024-04-04,1,City Market,PASSENGER AUTO,WRONG PARKING,139,1.29,2087
FKN00GL82927,6,2023-11-10,2024-03-22,2,Upparpet,PASSENGER AUTO,NO PARKING,134,1.34,2088
FKN00GL83146,6,2023-11-27,2024-03-28,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,123,1.46,2089
FKN00GL83928,6,2023-11-12,2024-04-08,1,Shivajinagar,SCOOTER,NO PARKING,149,1.21,2090
FKN00GL38572,6,2023-11-11,2024-03-15,1,Shivajinagar,SCOOTER,NO PARKING,126,1.43,2091
FKN00GL140372,6,2023-12-13,2024-01-07,1,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,26,6.92,2092
FKN00GL140399,6,2023-12-08,2024-01-17,1,City Market,SCOOTER,WRONG PARKING,41,4.39,2093
FKN00GL140654,6,2023-11-25,2023-12-29,1,Upparpet,CAR,NO PARKING,35,5.14,2094
FKN00GL141107,6,2023-11-23,2024-01-20,1,Upparpet,CAR,WRONG PARKING,59,3.05,2095
FKN00GL3876,6,2024-01-03,2024-01-31,1,K.G. Halli,SCHOOL VEHICLE,NO PARKING,29,6.21,2096
FKN00GL53693,6,2023-11-16,2024-04-04,1,Upparpet,GOODS AUTO,WRONG PARKING,141,1.28,2097
FKN00GL12068,6,2023-11-24,2024-01-29,1,High ground,SCOOTER,NO PARKING,67,2.69,2098
FKN00GL13890,6,2023-11-17,2024-03-13,3,Shivajinagar,PASSENGER AUTO,NO PARKING,118,1.53,2099
FKN00GL13936,6,2023-12-22,2024-04-02,1,Vijayanagara,SCOOTER,WRONG PARKING,103,1.75,2100
FKN00GL39610,6,2023-12-19,2024-02-22,1,Electronic City,SCOOTER,WRONG PARKING,66,2.73,2101
FKN00GL39744,6,2023-12-07,2024-03-14,1,Upparpet,CAR,WRONG PARKING,99,1.82,2102
FKN00GL39041,6,2023-12-09,2024-03-16,2,Rajajinagar,CAR,WRONG PARKING,99,1.82,2103
FKN00GL39108,6,2023-11-28,2024-02-15,1,Byatarayanapura,SCOOTER,WRONG PARKING,80,2.25,2104
FKN00GL39263,6,2023-11-17,2024-03-09,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,114,1.58,2105
FKN00GL121222,6,2023-11-10,2024-01-17,1,Upparpet,CAR,NO PARKING,69,2.61,2106
FKN00GL5403,6,2023-12-19,2024-02-12,1,High ground,SCOOTER,NO PARKING,56,3.21,2107
FKN00GL5405,6,2023-12-19,2024-02-29,1,High ground,SCOOTER,NO PARKING,73,2.47,2108
FKN00GL54216,6,2024-01-11,2024-02-22,1,HAL Old Airport,SCOOTER,NO PARKING,43,4.19,2109
FKN00GL119562,6,2023-11-17,2023-12-23,1,Halasur,CAR,NO PARKING,37,4.86,2110
FKN00GL1196,6,2023-11-22,2024-03-19,1,Shivajinagar,MOTOR CYCLE,NO PARKING,119,1.51,2111
FKN00GL82132,6,2023-11-23,2024-03-21,1,Upparpet,CAR,NO PARKING,120,1.5,2112
FKN00GL40097,6,2024-02-23,2024-04-01,1,HAL Old Airport,SCOOTER,NO PARKING,39,4.62,2113
FKN00GL40240,6,2023-11-22,2024-02-23,1,Shivajinagar,SCOOTER,WRONG PARKING,94,1.91,2114
FKN00GL40271,6,2023-12-13,2024-03-01,1,Mahadevapura,SCOOTER,NO PARKING,80,2.25,2115
FKN00GL53307,6,2023-11-12,2024-04-04,1,Upparpet,CAR,NO PARKING,145,1.24,2116
FKN00GL53618,6,2024-02-21,2024-03-25,1,Rajajinagar,CAR,WRONG PARKING,34,5.29,2117
FKN00GL83997,6,2024-03-09,2024-03-09,1,Hulimavu,SCOOTER,WRONG PARKING,1,180.0,2118
FKN00GL84196,6,2024-03-09,2024-03-09,1,Shivajinagar,MOTOR CYCLE,NO PARKING,1,180.0,2119
FKN00GL10215,6,2023-12-04,2024-01-29,2,Rajajinagar,SCOOTER,NO PARKING,57,3.16,2120
FKN00GL102158,6,2023-11-21,2023-11-21,1,Ashok Nagar,SCOOTER,WRONG PARKING,1,180.0,2121
FKN00GL2338,6,2024-02-18,2024-03-31,1,Malleshwaram,SCOOTER,NO PARKING,43,4.19,2122
FKN00GL23452,6,2024-02-06,2024-02-06,1,Bellandur,PASSENGER AUTO,PARKING IN A MAIN ROAD,1,180.0,2123
FKN00GL18328,6,2023-11-14,2024-01-11,1,Jayanagara,CAR,WRONG PARKING,59,3.05,2124
FKN00GL10227,6,2023-11-22,2024-02-18,2,Rajajinagar,MOTOR CYCLE,WRONG PARKING,89,2.02,2125
FKN00GL10249,6,2024-01-17,2024-03-25,1,Rajajinagar,LGV,WRONG PARKING,69,2.61,2126
FKN00GL102571,6,2023-11-15,2023-12-01,1,High ground,CAR,NO PARKING,17,10.59,2127
FKN00GL85379,6,2023-11-16,2024-01-16,1,Ashok Nagar,SCOOTER,NO PARKING,62,2.9,2128
FKN00GL86217,6,2024-03-21,2024-03-30,1,K.R. Pura,CAR,WRONG PARKING,10,18.0,2129
FKN00GL8658,6,2023-12-25,2024-04-01,1,City Market,PASSENGER AUTO,WRONG PARKING,99,1.82,2130
FKN00GL8662,6,2023-12-12,2024-03-27,1,City Market,LGV,WRONG PARKING,107,1.68,2131
FKN00GL101991,6,2023-11-18,2024-01-04,1,Upparpet,SCOOTER,NO PARKING,48,3.75,2132
FKN00GL22949,6,2023-11-28,2024-02-06,1,High ground,SCOOTER,WRONG PARKING,71,2.54,2133
FKN00GL18699,6,2024-01-10,2024-04-07,1,Rajajinagar,CAR,WRONG PARKING,89,2.02,2134
FKN00GL102003,6,2023-11-18,2023-11-18,1,Rajajinagar,SCOOTER,WRONG PARKING,1,180.0,2135
FKN00GL102035,6,2023-11-14,2024-01-22,2,Upparpet,PASSENGER AUTO,WRONG PARKING,70,2.57,2136
FKN00GL102076,6,2023-11-19,2023-12-12,1,Wilson Garden,TEMPO,NO PARKING,24,7.5,2137
FKN00GL102098,6,2023-11-19,2023-12-20,1,Rajajinagar,LGV,NO PARKING,32,5.62,2138
FKN00GL122780,6,2023-11-18,2024-01-19,1,High ground,SCOOTER,WRONG PARKING,63,2.86,2139
FKN00GL52440,6,2023-11-28,2024-04-07,1,Upparpet,CAR,NO PARKING,132,1.36,2140
FKN00GL5294,6,2023-11-11,2024-03-16,1,City Market,MOTOR CYCLE,WRONG PARKING,127,1.42,2141
FKN00GL5299,6,2023-12-19,2024-04-04,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,108,1.67,2142
